1,WR,1,1,1
1,WR,2,2,2
1,WR,3,3,3
1,WR,4,4,4
1,WR,5,5,5
1,WR,6,6,6
1,WR,7,7,7
1,WR,8,8,8
1,RD,3,9,9
1,RD,4,10,10
1,WR,9,11,11
1,WR,10,12,12
1,WR,11,13,13
1,WR,12,14,14
1,RD,12,15,15
1,WR,13,16,16
1,WR,14,17,17
1,WR,15,18,18
1,WR,16,19,19
1,RD,13,20,20
1,WR,17,21,21
1,WR,18,22,22
1,WR,19,23,23
1,WR,20,24,24
1,RD,20,25,25
1,RD,18,26,26
1,RD,3,27,27
1,WR,21,28,28
1,RD,4,27,29
1,WR,22,29,30
1,RD,21,30,31
1,WR,23,31,32
1,RD,22,32,33
1,WR,24,33,34
1,RD,21,34,35
1,RD,23,35,36
1,WR,25,36,37
1,WR,26,37,38
1,WR,27,38,39
1,RD,23,39,40
1,RD,27,40,41
1,RD,9,27,42
1,RD,21,34,43
1,RD,23,35,44
1,WR,28,36,45
1,WR,29,37,46
1,WR,30,38,47
1,RD,23,39,48
1,RD,30,40,49
1,RD,9,27,50
1,RD,21,34,51
1,RD,22,41,52
1,RD,24,42,53
1,WR,31,43,54
1,WR,32,44,55
1,WR,33,45,56
1,RD,24,46,57
1,RD,33,47,58
1,RD,10,27,59
1,RD,22,41,60
1,RD,22,48,61
1,RD,21,49,62
1,RD,18,27,63
1,RD,21,50,64
1,RD,21,51,65
1,RD,23,52,66
1,RD,27,53,67
1,SIG,850696,nil,850696
2,WT,850696,nil,850696
2,RD,1,54,68
1,RD,22,55,69
1,RD,24,56,70
2,RD,25,57,71
1,RD,33,58,72
2,RD,26,59,73
1,SIG,599794,nil,599794
3,WT,599794,nil,599794
2,LK,1,nil,1
2,LK,1,nil,1
2,RD,16,60,74
2,RD,13,61,75
2,RD,15,62,76
2,RD,14,63,77
2,RD,15,64,78
2,RD,16,65,79
2,RD,12,66,80
2,RD,16,67,81
2,RD,15,68,82
2,RD,16,69,83
2,RD,17,70,84
3,RD,1,71,85
2,RD,16,72,86
1,RD,21,73,87
3,RD,31,74,88
1,RD,23,75,89
3,RD,32,76,90
2,WR,34,77,91
1,RD,30,78,92
1,SIG,666973,nil,666973
4,WT,666973,nil,666973
2,WR,11,79,93
2,RD,16,80,94
2,RD,13,81,95
2,WR,16,82,96
2,SIG,0,nil,0
2,UK,1,nil,0
2,UK,1,nil,0
2,RD,1,54,97
3,LK,1,nil,2
3,LK,1,nil,2
2,RD,25,57,98
2,RD,26,59,99
3,RD,15,83,100
3,RD,16,84,101
3,RD,17,85,102
4,RD,1,54,103
3,RD,15,86,104
4,RD,28,57,105
1,RD,21,50,106
4,RD,29,59,107
3,RD,34,87,108
1,RD,22,88,109
3,WR,11,89,110
