1,WR,1,1,1
1,WR,2,2,2
1,WR,3,3,3
1,WR,4,4,4
1,WR,5,5,5
1,WR,6,6,6
1,WR,7,7,7
1,WR,8,8,8
1,WR,9,9,9
1,WR,10,10,10
1,WR,11,11,11
1,WR,12,12,12
1,WR,13,13,13
1,WR,14,14,14
1,WR,15,15,15
1,WR,16,16,16
1,WR,17,17,17
1,WR,18,18,18
1,WR,19,19,19
1,WR,20,20,20
1,WR,21,21,21
1,WR,22,22,22
1,WR,23,23,23
1,WR,24,24,24
1,WR,25,25,25
1,WR,26,26,26
1,WR,27,27,27
1,WR,28,28,28
1,WR,29,29,29
1,RD,26,30,30
1,RD,26,31,31
1,RD,1,32,32
1,RD,26,30,33
1,RD,26,31,34
1,RD,2,32,35
1,RD,26,30,36
1,RD,26,31,37
1,RD,3,32,38
1,RD,26,30,39
1,RD,26,31,40
1,RD,4,32,41
1,RD,26,30,42
1,RD,26,31,43
1,RD,5,32,44
1,RD,26,30,45
1,RD,26,31,46
1,RD,6,32,47
1,RD,26,30,48
1,RD,26,31,49
1,RD,7,32,50
1,RD,26,30,51
1,RD,26,31,52
1,RD,8,32,53
1,RD,26,30,54
1,RD,26,31,55
1,RD,9,32,56
1,RD,26,30,57
1,RD,26,31,58
1,RD,10,32,59
1,RD,26,30,60
1,RD,26,31,61
1,RD,11,32,62
1,RD,26,30,63
1,RD,26,31,64
1,RD,12,32,65
1,RD,26,30,66
1,RD,26,31,67
1,RD,13,32,68
1,RD,26,30,69
1,RD,26,31,70
1,RD,14,32,71
1,RD,26,30,72
1,RD,26,31,73
1,RD,15,32,74
1,RD,26,30,75
1,RD,26,31,76
1,RD,16,32,77
1,RD,26,30,78
1,RD,26,31,79
1,RD,17,32,80
1,RD,26,30,81
1,RD,26,31,82
1,RD,18,32,83
1,RD,26,30,84
1,RD,26,31,85
1,RD,19,32,86
1,RD,26,30,87
1,RD,26,31,88
1,RD,20,32,89
1,RD,26,30,90
1,RD,26,31,91
1,RD,21,32,92
1,RD,26,30,93
1,RD,26,31,94
1,RD,22,32,95
1,RD,26,30,96
1,RD,26,31,97
1,RD,23,32,98
1,RD,26,30,99
1,RD,26,31,100
1,RD,24,32,101
1,RD,26,30,102
1,RD,26,31,103
1,RD,25,32,104
1,RD,26,30,105
1,WR,30,33,106
1,RD,26,34,107
1,RD,27,35,108
1,RD,29,36,109
1,WR,31,37,110
1,WR,32,38,111
1,WR,33,39,112
1,WR,34,40,113
1,WR,35,41,114
1,RD,30,42,115
1,LK,1,nil,1
1,LK,1,nil,1
1,RD,32,43,116
1,WR,36,44,117
1,RD,33,45,118
1,RD,31,46,119
1,WR,37,47,120
1,WR,38,48,121
1,RD,38,49,122
1,WR,39,50,123
1,SIG,674842,nil,674842
